set_num,name,year,theme_id,num_parts,img_url,figs,retail,unique_figs,rating,retire_month,value,brickset_rating
42083-1,Bugatti Chiron,2018,1,3599,https://cdn.rebrickable.com/media/sets/42083-1.jpg,0,329.99,0,4.8,November 2022,297.22,4.3
4209-1,Fire Plane,2012,58,522,https://cdn.rebrickable.com/media/sets/4209-1.jpg,3,39.99,2,4.2,November 2013,70.49,3.9
42092-1,Rescue Helicopter,2019,1,325,https://cdn.rebrickable.com/media/sets/42092-1.jpg,0,24.99,0,4.5,October 2021,44.32,3.9
42093-1,Chevrolet Corvette ZR1,2019,1,579,https://cdn.rebrickable.com/media/sets/42093-1.jpg,0,39.99,0,4.6,September 2021,51.84,3.8
42094-1,Tracked Loader,2019,1,827,https://cdn.rebrickable.com/media/sets/42094-1.jpg,0,54.99,0,4.7,January 2020,123.34,3.6
42095-1,Remote-Controlled Stunt Racer,2019,1,324,https://cdn.rebrickable.com/media/sets/42095-1.jpg,0,69.99,0,4.8,January 2022,108.50,4.0
42097-1,Compact Crawler Crane,2019,1,920,https://cdn.rebrickable.com/media/sets/42097-1.jpg,0,79.99,0,4.7,October 2020,119.21,3.8
42098-1,Car Transporter,2019,1,2493,https://cdn.rebrickable.com/media/sets/42098-1.jpg,0,139.99,0,4.8,March 2021,207.71,4.2
42099-1,4x4 X-treme Off-Roader,2019,1,958,https://cdn.rebrickable.com/media/sets/42099-1.jpg,0,199.99,0,4.7,November 2021,214.69,4.0
42100-1,Liebherr R 9800 Excavator,2019,1,4108,https://cdn.rebrickable.com/media/sets/42100-1.jpg,0,399.99,0,4.8,December 2021,591.60,4.4
42103-1,Dragster,2020,1,225,https://cdn.rebrickable.com/media/sets/42103-1.jpg,0,17.99,0,4.5,September 2021,23.30,3.9
42104-1,Race Truck,2020,1,227,https://cdn.rebrickable.com/media/sets/42104-1.jpg,0,17.99,0,4.7,October 2021,24.96,3.7
42105-1,Catamaran,2020,1,405,https://cdn.rebrickable.com/media/sets/42105-1.jpg,0,34.99,0,4.6,November 2021,46.45,3.9
42106-1,Stunt Show Truck & Bike,2020,1,610,https://cdn.rebrickable.com/media/sets/42106-1.jpg,0,44.99,0,4.6,November 2021,49.19,3.8
42107-1,Ducati Panigale V4 R,2020,1,646,https://cdn.rebrickable.com/media/sets/42107-1.jpg,0,59.99,0,4.8,November 2023,68.89,4.2
42108-1,Mobile Crane,2020,1,1292,https://cdn.rebrickable.com/media/sets/42108-1.jpg,0,89.99,0,4.8,December 2021,150.13,4.0
42109-1,App-Controlled Top Gear Rally Car,2020,1,463,https://cdn.rebrickable.com/media/sets/42109-1.jpg,0,124.99,0,4.7,November 2021,132.96,3.5
42110-1,Land Rover Defender,2019,1,2573,https://cdn.rebrickable.com/media/sets/42110-1.jpg,0,159.99,0,4.8,December 2022,181.65,4.4
42112-1,Cement Mixer,2020,1,1161,https://cdn.rebrickable.com/media/sets/42112-1.jpg,0,89.99,0,4.6,November 2021,117.16,4.1
42114-1,6x6 Volvo Articulated Hauler,2020,1,2193,https://cdn.rebrickable.com/media/sets/42114-1.jpg,0,229.99,0,4.7,December 2022,228.78,4.2
43179-1,Mickey Mouse & Minnie Mouse,2020,608,1739,https://cdn.rebrickable.com/media/sets/43179-1.jpg,0,169.99,0,4.7,December 2022,152.27,4.1
44014-1,Jet Rocka,2013,401,290,https://cdn.rebrickable.com/media/sets/44014-1.jpg,0,24.99,0,4.6,October 2014,73.90,4.0
44029-1,"QUEEN Beast vs. FURNO, EVO & STORMER",2014,400,218,https://cdn.rebrickable.com/media/sets/44029-1.jpg,4,34.99,3,4.7,March 2015,126.02,4.1
4428-1,City Advent Calendar 2012,2012,208,248,https://cdn.rebrickable.com/media/sets/4428-1.jpg,7,19.99,5,4.2,November 2012,37.51,3.5
4429-1,Helicopter Rescue,2012,60,425,https://cdn.rebrickable.com/media/sets/4429-1.jpg,4,34.99,3,4.5,January 2014,103.81,3.8
4430-1,Mobile Fire Command Center,2012,58,522,https://cdn.rebrickable.com/media/sets/4430-1.jpg,3,39.99,1,4.7,December 2013,227.16,3.8
4432-1,Garbage Truck,2012,63,212,https://cdn.rebrickable.com/media/sets/4432-1.jpg,2,17.99,2,4.8,November 2013,90.11,4.1
4433-1,Dirt Bike Transporter,2012,64,206,https://cdn.rebrickable.com/media/sets/4433-1.jpg,2,17.99,2,4.7,December 2013,65.28,3.9
4434-1,Tipper Truck,2012,56,222,https://cdn.rebrickable.com/media/sets/4434-1.jpg,2,14.99,1,4.6,November 2012,56.31,4.0
4435-1,Car and Caravan,2012,63,218,https://cdn.rebrickable.com/media/sets/4435-1.jpg,2,14.99,2,4.5,April 2013,60.86,3.8
4438-1,Robbers' Hideout,2012,61,317,https://cdn.rebrickable.com/media/sets/4438-1.jpg,4,34.99,1,4.2,November 2012,111.89,3.7
4439-1,Heavy-Duty Helicopter,2012,61,393,https://cdn.rebrickable.com/media/sets/4439-1.jpg,3,34.99,2,4.5,July 2014,108.63,4.0
4440-1,Forest Police Station,2012,61,633,https://cdn.rebrickable.com/media/sets/4440-1.jpg,5,59.99,1,4.2,December 2013,119.33,3.9
4441-1,Police Dog Van,2012,61,313,https://cdn.rebrickable.com/media/sets/4441-1.jpg,2,19.99,0,4.3,October 2012,58.91,4.0
4625-1,Pink Brick Box,2012,35,224,https://cdn.rebrickable.com/media/sets/4625-1.jpg,1,12.99,1,4.6,December 2013,78.88,3.6
4635-1,Fun with Vehicles,2012,35,530,https://cdn.rebrickable.com/media/sets/4635-1.jpg,2,24.99,1,4.2,March 2013,42.47,3.6
4644-1,Marina,2011,59,298,https://cdn.rebrickable.com/media/sets/4644-1.jpg,5,41.99,7,4.2,December 2012,53.34,3.8
4645-1,Harbor,2011,59,552,https://cdn.rebrickable.com/media/sets/4645-1.jpg,4,71.99,4,4.3,November 2012,222.74,4.1
4866-1,The Knight Bus,2011,246,281,https://cdn.rebrickable.com/media/sets/4866-1.jpg,3,29.99,2,4.5,November 2012,81.93,3.8
4867-1,Hogwarts,2011,246,466,https://cdn.rebrickable.com/media/sets/4867-1.jpg,7,49.99,4,4.7,September 2012,101.66,4.2
51515-1,Robot Inventor,2020,258,949,https://cdn.rebrickable.com/media/sets/51515-1.jpg,0,329.99,0,4.6,June 2023,483.75,4.4
5765-1,Transport Truck,2011,672,276,https://cdn.rebrickable.com/media/sets/5765-1.jpg,0,18.99,0,4.4,November 2012,58.10,3.6
5766-1,Log Cabin,2011,672,355,https://cdn.rebrickable.com/media/sets/5766-1.jpg,1,25.99,1,4.5,November 2013,62.36,3.8
5767-1,Cool Cruiser,2011,672,621,https://cdn.rebrickable.com/media/sets/5767-1.jpg,0,35.99,0,4.5,November 2013,42.79,3.7
5770-1,Lighthouse Island,2011,672,519,https://cdn.rebrickable.com/media/sets/5770-1.jpg,1,40.99,1,4.3,November 2012,90.66,4.3
5771-1,Hillside House,2011,672,714,https://cdn.rebrickable.com/media/sets/5771-1.jpg,1,49.99,1,4.2,November 2012,109.13,4.3
5884-1,Raptor Chase,2012,481,259,https://cdn.rebrickable.com/media/sets/5884-1.jpg,2,24.99,1,4.5,November 2012,75.96,4.0
5886-1,T-Rex Hunter,2012,481,476,https://cdn.rebrickable.com/media/sets/5886-1.jpg,2,49.99,1,4.5,December 2012,122.66,4.1
5887-1,Dino Defense HQ,2012,481,793,https://cdn.rebrickable.com/media/sets/5887-1.jpg,4,79.99,2,4.2,November 2012,323.71,4.2
5888-1,Ocean Interceptor,2012,481,222,https://cdn.rebrickable.com/media/sets/5888-1.jpg,2,29.99,1,4.2,December 2012,86.89,4.0
5932-1,My First LEGO Set,2011,35,231,https://cdn.rebrickable.com/media/sets/5932-1.jpg,1,9.99,1,4.5,December 2011,25.80,3.4
60002-1,Fire Truck,2013,58,209,https://cdn.rebrickable.com/media/sets/60002-1.jpg,2,14.99,0,4.5,November 2015,60.74,3.9
60003-1,Fire Emergency,2013,58,301,https://cdn.rebrickable.com/media/sets/60003-1.jpg,3,24.99,1,4.2,December 2015,47.34,3.7
60004-1,Fire Station,2013,58,753,https://cdn.rebrickable.com/media/sets/60004-1.jpg,5,69.99,0,4.2,November 2015,181.42,4.0
60005-1,Fire Boat,2013,58,223,https://cdn.rebrickable.com/media/sets/60005-1.jpg,4,24.99,4,4.3,December 2013,60.85,4.0
60007-1,High Speed Chase,2013,61,284,https://cdn.rebrickable.com/media/sets/60007-1.jpg,3,19.99,2,4.4,November 2015,53.70,4.0
60008-1,Museum Break-in,2013,61,563,https://cdn.rebrickable.com/media/sets/60008-1.jpg,6,49.99,2,4.6,April 2015,108.27,4.1
60009-1,Helicopter Arrest,2013,61,352,https://cdn.rebrickable.com/media/sets/60009-1.jpg,5,39.99,0,4.7,January 2015,70.20,3.9
60013-1,Coast Guard Helicopter,2013,55,230,https://cdn.rebrickable.com/media/sets/60013-1.jpg,4,24.99,4,4.6,February 2015,87.62,4.1
60014-1,Coast Guard Patrol,2013,55,450,https://cdn.rebrickable.com/media/sets/60014-1.jpg,6,59.99,6,4.5,July 2015,155.82,4.0
60015-1,Coast Guard Plane,2013,55,281,https://cdn.rebrickable.com/media/sets/60015-1.jpg,3,34.99,3,4.3,January 2015,68.49,3.9
60017-1,Flatbed Truck,2013,63,212,https://cdn.rebrickable.com/media/sets/60017-1.jpg,2,17.99,1,4.8,January 2015,77.12,3.8
60018-1,Cement Mixer,2013,56,221,https://cdn.rebrickable.com/media/sets/60018-1.jpg,2,17.99,2,4.5,March 2014,66.43,4.2
60020-1,Cargo Truck,2013,54,320,https://cdn.rebrickable.com/media/sets/60020-1.jpg,3,24.99,2,4.5,November 2014,75.04,4.0
60021-1,Cargo Heliplane,2013,53,393,https://cdn.rebrickable.com/media/sets/60021-1.jpg,3,34.99,2,4.7,December 2014,107.73,4.1
60022-1,Cargo Terminal,2013,53,658,https://cdn.rebrickable.com/media/sets/60022-1.jpg,5,69.99,3,4.5,December 2014,247.10,4.1
60023-1,City Starter Set,2013,52,272,https://cdn.rebrickable.com/media/sets/60023-1.jpg,5,19.99,3,4.4,January 2015,61.58,3.6
60025-1,Grand Prix Truck,2013,52,323,https://cdn.rebrickable.com/media/sets/60025-1.jpg,3,24.99,2,4.8,January 2015,97.54,3.8
60026-1,Town Square,2013,63,918,https://cdn.rebrickable.com/media/sets/60026-1.jpg,9,79.99,7,4.3,December 2014,143.20,4.2
60027-1,Monster Truck Transporter,2013,52,307,https://cdn.rebrickable.com/media/sets/60027-1.jpg,3,24.99,3,4.7,December 2014,79.77,3.8
60031-1,City Corner,2013,63,484,https://cdn.rebrickable.com/media/sets/60031-1.jpg,5,49.99,1,4.5,August 2019,83.96,4.1
60034-1,Arctic Helicrane,2014,65,262,https://cdn.rebrickable.com/media/sets/60034-1.jpg,2,24.99,1,4.3,December 2015,72.96,4.0
60035-1,Arctic Outpost,2014,65,374,https://cdn.rebrickable.com/media/sets/60035-1.jpg,3,34.99,0,4.4,December 2015,78.45,4.0
60036-1,Arctic Base Camp,2014,65,733,https://cdn.rebrickable.com/media/sets/60036-1.jpg,7,69.99,2,4.5,January 2016,152.45,4.2
60044-1,Mobile Police Unit,2014,61,375,https://cdn.rebrickable.com/media/sets/60044-1.jpg,3,29.99,1,4.5,October 2016,82.84,3.8
60045-1,Police Patrol,2014,61,408,https://cdn.rebrickable.com/media/sets/60045-1.jpg,3,39.99,2,4.7,December 2014,124.52,4.1
60046-1,Helicopter Surveillance,2014,61,528,https://cdn.rebrickable.com/media/sets/60046-1.jpg,5,49.99,2,4.3,November 2015,90.27,3.9
60047-1,Police Station,2014,61,854,https://cdn.rebrickable.com/media/sets/60047-1.jpg,7,79.99,5,4.7,November 2016,164.64,4.0
60048-1,Police Dog Unit,2014,61,249,https://cdn.rebrickable.com/media/sets/60048-1.jpg,3,24.99,3,4.5,December 2015,54.75,3.9
60049-1,Helicopter Transporter,2014,61,382,https://cdn.rebrickable.com/media/sets/60049-1.jpg,4,34.99,1,4.2,November 2015,55.11,4.0
60050-1,Train Station,2014,66,423,https://cdn.rebrickable.com/media/sets/60050-1.jpg,5,49.99,6,4.7,November 2016,113.15,4.0
60051-1,High-Speed Passenger Train,2014,66,606,https://cdn.rebrickable.com/media/sets/60051-1.jpg,3,99.99,3,4.4,April 2018,203.04,4.0
60052-1,Cargo Train,2014,66,888,https://cdn.rebrickable.com/media/sets/60052-1.jpg,4,139.99,6,4.7,May 2018,275.86,4.3
60056-1,Tow Truck,2014,52,227,https://cdn.rebrickable.com/media/sets/60056-1.jpg,1,17.99,1,4.5,December 2014,69.52,3.8
60058-1,SUV with Watercraft,2014,52,219,https://cdn.rebrickable.com/media/sets/60058-1.jpg,2,17.99,2,4.5,December 2014,45.04,3.7
60059-1,Logging Truck,2014,52,228,https://cdn.rebrickable.com/media/sets/60059-1.jpg,2,17.99,2,4.7,December 2014,97.78,4.1
60060-1,Auto Transporter,2014,63,350,https://cdn.rebrickable.com/media/sets/60060-1.jpg,2,24.99,2,4.5,February 2016,62.11,4.0
60061-1,Airport Fire Truck,2014,53,326,https://cdn.rebrickable.com/media/sets/60061-1.jpg,2,24.99,1,4.7,December 2014,90.82,4.1
60062-1,Arctic Icebreaker,2014,65,718,https://cdn.rebrickable.com/media/sets/60062-1.jpg,7,79.99,4,4.4,December 2015,226.53,4.1
60063-1,City Advent Calendar 2014,2014,208,218,https://cdn.rebrickable.com/media/sets/60063-1.jpg,7,19.99,6,4.5,January 2015,54.92,3.5
60064-1,Arctic Supply Plane,2014,65,374,https://cdn.rebrickable.com/media/sets/60064-1.jpg,3,49.99,1,4.6,December 2014,140.44,4.1
60067-1,Helicopter Pursuit,2015,61,253,https://cdn.rebrickable.com/media/sets/60067-1.jpg,3,24.99,0,4.4,June 2016,49.72,3.7
60068-1,Crooks' Hideout,2015,61,473,https://cdn.rebrickable.com/media/sets/60068-1.jpg,5,39.99,0,4.2,January 2016,85.86,3.8
60069-1,Swamp Police Station,2015,61,707,https://cdn.rebrickable.com/media/sets/60069-1.jpg,6,59.99,0,4.4,August 2016,135.65,4.1
60070-1,Water Plane Chase,2015,61,263,https://cdn.rebrickable.com/media/sets/60070-1.jpg,2,24.99,0,4.2,November 2015,38.42,3.7
60071-1,Hovercraft Arrest,2015,61,331,https://cdn.rebrickable.com/media/sets/60071-1.jpg,3,34.99,0,4.3,August 2016,61.98,4.0
60073-1,Service Truck,2015,56,233,https://cdn.rebrickable.com/media/sets/60073-1.jpg,2,17.99,1,4.5,December 2016,51.79,4.2
60074-1,Bulldozer,2015,56,384,https://cdn.rebrickable.com/media/sets/60074-1.jpg,2,24.99,1,4.6,November 2016,72.25,4.1
60075-1,Excavator and Truck,2015,56,311,https://cdn.rebrickable.com/media/sets/60075-1.jpg,2,34.99,0,4.6,November 2015,85.45,3.9
60076-1,Demolition Site,2015,56,776,https://cdn.rebrickable.com/media/sets/60076-1.jpg,5,59.99,0,4.5,December 2016,180.27,4.1
60079-1,Training Jet Transporter,2015,52,448,https://cdn.rebrickable.com/media/sets/60079-1.jpg,3,39.99,3,4.4,November 2016,66.41,4.1
60080-1,Spaceport,2015,52,586,https://cdn.rebrickable.com/media/sets/60080-1.jpg,5,69.99,1,4.3,November 2016,144.74,4.1
60081-1,Pickup Tow Truck,2015,63,209,https://cdn.rebrickable.com/media/sets/60081-1.jpg,2,17.99,2,4.7,November 2016,67.87,3.7
60082-1,Dune Buggy Trailer,2015,64,222,https://cdn.rebrickable.com/media/sets/60082-1.jpg,2,17.99,2,4.3,December 2015,31.87,3.7
60085-1,4x4 with Powerboat,2015,59,302,https://cdn.rebrickable.com/media/sets/60085-1.jpg,2,24.99,2,4.6,November 2016,75.72,3.8
60086-1,City Starter Set,2015,52,242,https://cdn.rebrickable.com/media/sets/60086-1.jpg,5,19.99,4,4.3,December 2015,37.67,3.6
60092-1,Deep Sea Submarine,2015,52,274,https://cdn.rebrickable.com/media/sets/60092-1.jpg,3,24.99,0,4.5,December 2016,86.03,4.2
60093-1,Deep Sea Helicopter,2015,52,388,https://cdn.rebrickable.com/media/sets/60093-1.jpg,3,39.99,1,4.7,November 2016,114.58,4.0
60095-1,Deep Sea Exploration Vessel,2015,52,718,https://cdn.rebrickable.com/media/sets/60095-1.jpg,7,79.99,3,4.3,December 2016,199.82,4.3
60096-1,Deep Sea Operation Base,2015,52,907,https://cdn.rebrickable.com/media/sets/60096-1.jpg,5,69.99,4,4.5,December 2016,123.85,4.1
60097-1,City Square,2015,63,1683,https://cdn.rebrickable.com/media/sets/60097-1.jpg,14,139.99,14,4.5,November 2017,162.09,4.3
60098-1,Heavy-Haul Train,2015,66,984,https://cdn.rebrickable.com/media/sets/60098-1.jpg,5,139.99,3,4.7,November 2017,306.21,4.2
60099-1,City Advent Calendar 2015,2015,208,278,https://cdn.rebrickable.com/media/sets/60099-1.jpg,6,19.99,4,4.3,November 2015,45.57,3.7
60102-1,Airport VIP Service,2016,53,364,https://cdn.rebrickable.com/media/sets/60102-1.jpg,4,39.99,2,4.8,December 2017,138.93,4.1
60103-1,Airport Air Show,2016,53,678,https://cdn.rebrickable.com/media/sets/60103-1.jpg,6,69.99,6,4.3,November 2017,103.28,4.1
60104-1,Airport Passenger Terminal,2016,53,694,https://cdn.rebrickable.com/media/sets/60104-1.jpg,6,79.99,4,4.9,November 2017,217.53,3.9
60108-1,Fire Response Unit,2016,58,257,https://cdn.rebrickable.com/media/sets/60108-1.jpg,0,24.99,0,4.2,December 2018,42.72,3.8
60109-1,Fire Boat,2016,58,415,https://cdn.rebrickable.com/media/sets/60109-1.jpg,5,59.99,4,4.5,December 2017,115.17,3.9
60110-1,Fire Station,2016,58,920,https://cdn.rebrickable.com/media/sets/60110-1.jpg,6,79.99,2,4.7,December 2018,182.51,3.9
60111-1,Fire Utility Truck,2016,58,368,https://cdn.rebrickable.com/media/sets/60111-1.jpg,3,29.99,1,4.7,April 2017,61.53,3.9
60112-1,Fire Engine,2016,58,376,https://cdn.rebrickable.com/media/sets/60112-1.jpg,3,34.99,0,4.8,December 2016,128.67,4.1
60117-1,Van & Caravan,2016,63,250,https://cdn.rebrickable.com/media/sets/60117-1.jpg,2,17.99,2,4.4,November 2017,32.45,3.9
60118-1,Garbage Truck,2016,52,248,https://cdn.rebrickable.com/media/sets/60118-1.jpg,2,17.99,2,4.8,November 2016,91.26,4.0
60119-1,Ferry,2016,59,301,https://cdn.rebrickable.com/media/sets/60119-1.jpg,2,24.99,2,4.3,November 2017,42.48,4.0
60122-1,Volcano Crawler,2016,52,324,https://cdn.rebrickable.com/media/sets/60122-1.jpg,3,24.99,0,4.2,December 2017,46.86,3.8
60123-1,Volcano Supply Helicopter,2016,52,330,https://cdn.rebrickable.com/media/sets/60123-1.jpg,3,39.99,0,4.5,August 2016,86.93,3.9
60124-1,Volcano Exploration Base,2016,52,824,https://cdn.rebrickable.com/media/sets/60124-1.jpg,6,79.99,1,4.6,January 2018,152.89,4.1
60125-1,Volcano Heavy-Lift Helicopter,2016,52,1277,https://cdn.rebrickable.com/media/sets/60125-1.jpg,8,99.99,1,4.2,August 2017,220.64,4.1
60129-1,Police Patrol Boat,2016,61,200,https://cdn.rebrickable.com/media/sets/60129-1.jpg,4,34.99,2,4.7,February 2018,114.38,3.8
60130-1,Prison Island,2016,61,754,https://cdn.rebrickable.com/media/sets/60130-1.jpg,8,69.99,3,4.8,December 2017,249.31,4.2
60131-1,Crooks Island,2016,61,244,https://cdn.rebrickable.com/media/sets/60131-1.jpg,3,24.99,1,4.7,June 2017,41.32,3.6
60132-1,Service Station,2016,63,515,https://cdn.rebrickable.com/media/sets/60132-1.jpg,4,71.09,4,4.2,November 2017,105.72,4.0
60133-1,City Advent Calendar 2016,2016,208,290,https://cdn.rebrickable.com/media/sets/60133-1.jpg,7,19.99,3,4.3,September 2016,41.01,3.5
60138-1,High-speed Chase,2017,61,294,https://cdn.rebrickable.com/media/sets/60138-1.jpg,4,24.99,3,4.3,January 2020,58.39,3.8
60139-1,Mobile Command Center,2017,61,374,https://cdn.rebrickable.com/media/sets/60139-1.jpg,4,39.99,1,4.5,November 2021,47.34,4.0
60140-1,Bulldozer Break-In,2017,61,561,https://cdn.rebrickable.com/media/sets/60140-1.jpg,5,64.99,2,4.6,December 2018,106.15,3.8
60141-1,Police Station,2017,61,894,https://cdn.rebrickable.com/media/sets/60141-1.jpg,7,84.99,4,4.7,January 2020,197.34,4.1
60148-1,ATV Race Team,2017,63,239,https://cdn.rebrickable.com/media/sets/60148-1.jpg,2,17.99,2,4.6,December 2019,35.77,3.8
60150-1,Pizza Van,2017,63,249,https://cdn.rebrickable.com/media/sets/60150-1.jpg,2,14.99,2,4.5,December 2019,28.39,4.2
60151-1,Dragster Transporter,2017,52,333,https://cdn.rebrickable.com/media/sets/60151-1.jpg,2,24.99,2,4.6,November 2017,73.87,3.8
60152-1,Sweeper & Excavator,2017,56,299,https://cdn.rebrickable.com/media/sets/60152-1.jpg,2,24.99,1,4.6,November 2017,61.32,3.9
60154-1,Bus Station,2017,63,337,https://cdn.rebrickable.com/media/sets/60154-1.jpg,6,39.99,6,4.7,January 2019,87.81,4.1
60155-1,City Advent Calendar 2017,2017,208,248,https://cdn.rebrickable.com/media/sets/60155-1.jpg,6,19.99,5,4.5,November 2017,37.96,3.4
60158-1,Jungle Cargo Helicopter,2017,614,201,https://cdn.rebrickable.com/media/sets/60158-1.jpg,2,15.99,1,4.7,January 2019,28.11,3.9
60159-1,Jungle Halftrack Mission,2017,614,378,https://cdn.rebrickable.com/media/sets/60159-1.jpg,2,24.99,2,4.5,December 2018,49.36,3.9
60160-1,Jungle Mobile Lab,2017,614,426,https://cdn.rebrickable.com/media/sets/60160-1.jpg,4,39.99,1,4.5,December 2018,72.88,4.1
60161-1,Jungle Exploration Site,2017,614,813,https://cdn.rebrickable.com/media/sets/60161-1.jpg,7,84.99,6,4.7,December 2018,188.90,4.1
60162-1,Jungle Air Drop Helicopter,2017,614,1250,https://cdn.rebrickable.com/media/sets/60162-1.jpg,7,109.99,4,4.8,August 2018,217.81,4.2
60166-1,Heavy-Duty Rescue Helicopter,2017,55,415,https://cdn.rebrickable.com/media/sets/60166-1.jpg,4,39.99,4,4.6,December 2018,78.70,4.1
60167-1,Coast Guard Head Quarters,2017,55,795,https://cdn.rebrickable.com/media/sets/60167-1.jpg,7,84.99,7,4.5,December 2018,165.97,4.1
60169-1,Cargo Terminal,2017,54,740,https://cdn.rebrickable.com/media/sets/60169-1.jpg,4,64.99,4,4.5,January 2019,80.79,4.1
60172-1,Dirt Road Pursuit,2018,61,297,https://cdn.rebrickable.com/media/sets/60172-1.jpg,3,24.99,2,4.5,January 2020,41.67,3.6
60173-1,Mountain Arrest,2018,61,303,https://cdn.rebrickable.com/media/sets/60173-1.jpg,4,39.99,3,4.6,January 2020,69.12,3.8
60174-1,Mountain Police Headquarters,2018,61,663,https://cdn.rebrickable.com/media/sets/60174-1.jpg,7,69.99,5,4.7,January 2020,102.40,4.1
60175-1,Mountain River Heist,2018,61,387,https://cdn.rebrickable.com/media/sets/60175-1.jpg,4,39.99,1,4.4,February 2019,59.83,3.9
60182-1,Pickup & Caravan,2018,52,344,https://cdn.rebrickable.com/media/sets/60182-1.jpg,3,24.99,3,4.7,February 2020,59.91,4.1
60183-1,Heavy Cargo Transport,2018,63,310,https://cdn.rebrickable.com/media/sets/60183-1.jpg,2,24.99,2,4.7,January 2020,47.01,4.0
60186-1,Mining Heavy Driller,2018,56,294,https://cdn.rebrickable.com/media/sets/60186-1.jpg,3,39.99,0,4.5,July 2019,64.41,4.0
60188-1,Mining Experts Site,2018,56,883,https://cdn.rebrickable.com/media/sets/60188-1.jpg,6,79.99,2,4.7,July 2019,175.71,4.0
60192-1,Arctic Ice Crawler,2018,65,200,https://cdn.rebrickable.com/media/sets/60192-1.jpg,1,15.99,0,4.6,January 2020,33.51,3.6
60193-1,Arctic Air Transport,2018,65,277,https://cdn.rebrickable.com/media/sets/60193-1.jpg,2,24.99,0,4.7,December 2019,67.49,3.8
60194-1,Arctic Scout Truck,2018,65,322,https://cdn.rebrickable.com/media/sets/60194-1.jpg,3,39.99,1,4.6,January 2020,71.73,3.9
60195-1,Arctic Mobile Exploration Base,2018,65,786,https://cdn.rebrickable.com/media/sets/60195-1.jpg,6,84.99,1,4.5,January 2020,130.21,4.1
60196-1,Arctic Supply Aircraft,2018,65,707,https://cdn.rebrickable.com/media/sets/60196-1.jpg,4,59.99,0,4.7,January 2020,111.84,4.0
